tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
712310,Haemophilus sp. oral taxon 036,"",1,712310,724,,712,Bacteria,0,245,408.333,79.8663713,94.6014,373.371,186.9837036,3228595.424212247,0.04261,2.7668388,79.8663713,0,0,-100,0.0,0.0,0.0,,,79.8663713
197575,Haemophilus aegyptius,"",1,197575,724,,712,Bacteria,0,149,248.333,100.0,91.026,390.0,145.0535431,3068990.1,0.02592,0.0,100.0,37,61.666,100.0,96.315,45.973,57.5667229,0.00644,0.0,100.0
1859695,Haemophilus sp. CCUG 60358,"",1,1859695,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,2639993.4,,,100.0,160,266.666,100.0,99.057,118.662,75.4741745,0.02783,0.0,100.0
1608882,Haemophilus sp. HMSC61B11,"",1,1608882,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,1930500.0,,,100.0,117,195.0,100.0,100.0,49.7436,46.9796753,0.02035,0.0,100.0
1078480,Haemophilus sputorum,"",1,1078480,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,1764180.0,,,99.0,108,180.0,99.0,90.1617,47.1481,21.0494518,0.01878,0.1748759,99.0
1608898,Haemophilus sp. HMSC71H05,"",1,1608898,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,1402493.4,,,100.0,85,141.666,100.0,99.6079,108.388,93.0875397,0.01478,0.0,100.0
123834,Haemophilus quentini,"",1,123834,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,1089000.0,,,100.0,66,110.0,100.0,96.629,89.0,55.4948502,0.01148,0.0,100.0
730,[Haemophilus] ducreyi,"",1,730,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,774223.715826,,,71.0949234,66,110.0,71.0949234,100.0,91.0,49.9546776,0.01148,1.3190302,71.0949234
735,Haemophilus parahaemolyticus,"",1,735,724,,712,Bacteria,0,5,8.333,100.0,97.2,100.0,52.3912201,82496.7,0.00087,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1859694,Haemophilus sp. CCUG 66565,"",1,1859694,724,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
482,Neisseria,"",2,-100,482,,481,Bacteria,0,42900,71500.0,99.0,95.6898,844.329,240.7680054,982452230.1989999,7.4618,12.1925507,99.0,42618,71030.0,99.0,99.0571,362.766,191.76474,7.41275,10.7786226,99.0
28449,Neisseria subflava,"",1,28449,482,,481,Bacteria,0,30809,51348.333,99.0,96.1213,930.678,248.3347778,982452230.1989999,5.35876,4.0933299,99.0,29335,48891.666,99.0,99.4201,450.266,213.5467834,5.10238,0.6195265,99.0
484,Neisseria flavescens,"",1,484,482,,481,Bacteria,0,4510,7516.666,99.0,95.7596,471.812,200.4516144,133375261.93200001,0.78445,0.087438,99.0,3655,6091.666,99.0,99.5131,123.794,125.784523,0.63573,0.3497519,99.0
487,Neisseria meningitidis,"",1,487,482,,481,Bacteria,0,2112,3520.0,99.0,93.7228,628.922,206.5870819,69913796.73300001,0.36735,6.4229789,99.0,2168,3613.333,99.0,94.49,90.5996,153.0141907,0.37709,3.2989273,99.0
486,Neisseria lactamica,"",1,486,482,,481,Bacteria,0,1429,2381.666,99.0,94.0465,754.629,258.1715393,29157965.199,0.24855,0.1748759,99.0,356,593.333,99.0,98.4125,93.9972,144.8462067,0.06192,1.2959814,99.0
1715080,Neisseria sp. HMSC072B12,"",1,1715080,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,22819991.733,,,99.0,1397,2328.333,99.0,99.7284,245.256,194.5394287,0.24299,0.087438,99.0
495,Neisseria elongata,"",1,495,482,,481,Bacteria,0,1201,2001.666,100.0,93.7652,624.395,220.9488525,20229346.992507532,0.2089,0.0,100.0,89,148.333,28.1140293,100.0,93.7079,138.6569214,0.01548,2.5919628,100.0
488,Neisseria mucosa,"",1,488,482,,481,Bacteria,0,980,1633.333,99.0,92.426,709.183,231.0515442,17955290.133,0.17046,1.239053,100.0,118,196.666,100.0,95.9976,79.678,87.9585114,0.02052,0.0,100.0
641148,Neisseria sp. oral taxon 014,"",1,641148,482,,481,Bacteria,0,1032,1720.0,100.0,94.3968,1197.34,282.2648621,17028000.0,0.1795,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1715031,Neisseria sp. HMSC066H01,"",1,1715031,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,14503500.0,,,100.0,879,1465.0,100.0,98.8155,598.239,223.1749115,0.15289,0.0,100.0
1739456,Neisseria sp. HMSC068C12,"",1,1739456,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,9338996.7,,,100.0,566,943.333,100.0,99.7592,180.012,134.1736145,0.09845,0.0,100.0
1715175,Neisseria sp. HMSC058F07,"",1,1715175,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,8084993.4,,,100.0,490,816.666,100.0,98.8021,215.798,178.0589905,0.08523,0.0,100.0
489,Neisseria polysaccharea,"",1,489,482,,481,Bacteria,0,245,408.333,100.0,96.5231,374.551,191.0884247,7886993.4,0.04261,0.0,100.0,233,388.333,100.0,93.1244,87.6652,58.290596,0.04053,0.0,100.0
483,Neisseria cinerea,"",1,483,482,,481,Bacteria,0,398,663.333,100.0,94.0556,480.897,269.1882019,7820990.1,0.06923,0.0,100.0,76,126.666,100.0,96.5677,72.5921,60.1893082,0.01322,0.0,100.0
1715179,Neisseria sp. HMSC068C04,"",1,1715179,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,5791500.0,,,100.0,351,585.0,100.0,98.7744,239.262,193.5988617,0.06105,0.0,100.0
1715112,Neisseria sp. HMSC072C05,"",1,1715112,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,4504500.0,,,100.0,273,455.0,100.0,99.7078,129.905,95.4747696,0.04748,0.0,100.0
485,Neisseria gonorrhoeae,"",1,485,482,,481,Bacteria,0,73,121.666,100.0,97.0196,182.247,88.6713181,4422485.133,0.0127,0.0,100.0,197,328.333,99.0,99.3362,70.4467,203.1819305,0.03427,2.5350344,100.0
1739376,Neisseria sp. HMSC069H12,"",1,1739376,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,4025993.4,,,100.0,244,406.666,100.0,99.084,137.377,99.2058945,0.04244,0.0,100.0
1739328,Neisseria sp. HMSC063B05,"",1,1739328,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,3893996.7,,,100.0,236,393.333,100.0,99.0682,118.034,111.2026291,0.04105,0.0,100.0
1739375,Neisseria sp. HMSC067G12,"",1,1739375,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,3580493.4,,,100.0,217,361.666,100.0,95.484,155.0,106.9746933,0.03774,0.0,100.0
1715048,Neisseria sp. HMSC059F02,"",1,1715048,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,3448496.7,,,100.0,209,348.333,100.0,94.468,235.0,158.1726379,0.03635,0.0,100.0
1715087,Neisseria sp. HMSC064D07,"",1,1715087,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,3415500.0,,,100.0,207,345.0,100.0,99.631,112.121,75.0805588,0.036,0.0,100.0
192066,Neisseria sp.,"",1,192066,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,3069000.0,,,100.0,186,310.0,100.0,100.0,119.339,80.8962708,0.03235,0.0,100.0
1739369,Neisseria sp. HMSC073G10,"",1,1739369,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,2837993.4,,,100.0,172,286.666,100.0,99.4422,96.6512,74.4523239,0.02992,0.0,100.0
1715052,Neisseria sp. HMSC064E01,"",1,1715052,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,2507996.7,,,100.0,152,253.333,100.0,96.2299,102.599,78.9109344,0.02644,0.0,100.0
1715117,Neisseria sp. HMSC055F11,"",1,1715117,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1814996.7,,,100.0,110,183.333,100.0,99.471,189.0,127.3178558,0.01913,0.0,100.0
655307,Neisseria sp. KEM232,"",1,655307,482,,481,Bacteria,0,100,166.666,100.0,96.7564,360.71,248.4001007,1649993.4,0.01739,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1715075,Neisseria sp. HMSC078C12,"",1,1715075,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1534500.0,,,100.0,93,155.0,100.0,100.0,67.0323,58.796814,0.01618,0.0,100.0
1715154,Neisseria sp. HMSC061H08,"",1,1715154,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1534500.0,,,100.0,93,155.0,100.0,98.5521,176.763,94.0701904,0.01618,0.0,100.0
1739544,Neisseria sp. HMSC056A03,"",1,1739544,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1534500.0,,,100.0,93,155.0,100.0,99.7387,112.613,118.6016235,0.01618,0.0,100.0
1739301,Neisseria sp. HMSC061E12,"",1,1739301,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1451993.4,,,100.0,88,146.666,100.0,100.0,146.0,82.6903687,0.01531,0.0,100.0
1715040,Neisseria sp. HMSC078H04,"",1,1715040,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1435500.0,,,100.0,87,145.0,100.0,99.7644,143.379,102.9137344,0.01513,0.0,100.0
1906581,Neisseria bergeri,"",1,1906581,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,1121996.7,,,100.0,68,113.333,100.0,98.3515,76.4118,118.4441833,0.01183,0.0,100.0
490,Neisseria sicca,"",1,490,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,891000.0,,,100.0,54,90.0,100.0,100.0,32.6667,307.6526489,0.00939,0.0,100.0
1715037,Neisseria sp. HMSC064F03,"",1,1715037,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,824996.7,,,100.0,50,83.333,100.0,100.0,69.22,66.8300247,0.0087,0.0,100.0
1715085,Neisseria sp. HMSC070H10,"",1,1715085,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,478496.7,,,100.0,29,48.333,100.0,98.2431,100.931,87.1333618,0.00504,0.0,100.0
1739524,Neisseria sp. HMSC065C04,"",1,1739524,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,247500.0,,,100.0,15,25.0,100.0,100.0,65.0667,77.7085648,0.00261,0.0,100.0
33053,Neisseria perflava,"",1,33053,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,131996.7,,,100.0,8,13.333,100.0,96.1,32.5,307.6526489,0.00139,0.0,100.0
1715047,Neisseria sp. HMSC056A04,"",1,1715047,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,115493.40000000001,,,100.0,7,11.666,100.0,100.0,32.5714,307.6526489,0.00122,0.0,100.0
1715140,Neisseria sp. HMSC061B04,"",1,1715140,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,99000.0,,,100.0,6,10.0,100.0,100.0,32.6667,307.6526489,0.00104,0.0,100.0
1853276,Neisseria sp. 10022,"",1,1853276,482,,481,Bacteria,0,5,8.333,100.0,93.96,87.2,39.8321686,82496.7,0.00087,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1853278,Neisseria sp. 10023,"",1,1853278,482,,481,Bacteria,0,4,6.666,100.0,94.65,68.5,29.6490726,65993.40000000001,0.0007,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1581104,Neisseria sp. HMSC15C08,"",1,1581104,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,99.0,33.0,307.6526489,0.00052,0.0,100.0
1739362,Neisseria sp. HMSC073B07,"",1,1739362,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,49500.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
492,Neisseria animalis,"",1,492,482,,481,Bacteria,0,2,3.333,100.0,92.0,70.0,26.9319572,32996.700000000004,0.00035,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
267212,Neisseria bacilliformis,"",1,267212,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,32996.700000000004,,,100.0,2,3.333,100.0,100.0,32.5,307.6526489,0.00035,0.0,100.0
28091,Neisseria weaveri,"",1,28091,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,31.0,307.6526489,0.00017,0.0,100.0
1470200,Neisseria arctica,"",1,1470200,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,96.7,30.0,307.6526489,0.00017,0.0,100.0
1692264,Neisseria sp. 83E34,"",1,1692264,482,,481,Bacteria,0,0,0,-100,0.0,0.0,0.0,16493.399999999998,,,100.0,1,1.666,100.0,100.0,33.0,307.6526489,0.00017,0.0,100.0
-200010699,non-genus-specific reads in family Siphoviridae,,2,-100,-200010699,,10699,Viruses,1,4983,8305.0,100.0,93.4956,701.683,231.183548,40945493.4,0.86672,0.0,100.0,232,386.666,99.0,99.0012,111.284,80.5247421,0.04035,0.8854755,100.0
2548314,Streptococcus phage Javan91,"",1,2548314,-200010699,,10699,Viruses,1,2331,3885.0,100.0,95.5758,766.082,228.6333466,40945493.4,0.40544,0.0,100.0,127,211.666,100.0,100.0,127.354,93.8578644,0.02209,0.0,100.0
1701850,Streptococcus phage A25,"",1,1701850,-200010699,,10699,Viruses,1,1426,2376.666,100.0,91.1566,637.668,254.6038208,25482656.7,0.24803,0.0,100.0,104,173.333,100.0,97.7719,92.4231,62.0590248,0.01809,0.0,100.0
2548076,Streptococcus phage Javan258,"",1,2548076,-200010699,,10699,Viruses,1,600,1000.0,100.0,88.5801,685.04,238.506134,10000000.0,0.10436,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1933695,Streptococcus phage Str01,"",1,1933695,-200010699,,10699,Viruses,1,340,566.666,100.0,96.079,975.982,257.3510437,5666660.000000001,0.05914,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1239381,Streptococcus phage phiNJ2,"",1,1239381,-200010699,,10699,Viruses,1,67,111.666,100.0,95.1901,178.851,74.6312027,1116660.0,0.01165,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548089,Streptococcus phage Javan274,"",1,2548089,-200010699,,10699,Viruses,1,64,106.666,100.0,98.1628,303.438,148.6009674,1066660.0,0.01113,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548074,Streptococcus phage Javan254,"",1,2548074,-200010699,,10699,Viruses,1,61,101.666,100.0,90.5977,322.295,117.0650864,1016660.0,0.01061,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548312,Streptococcus phage Javan88,"",1,2548312,-200010699,,10699,Viruses,1,48,80.0,100.0,98.4708,96.3125,51.9183655,816493.4,0.00835,0.0,100.0,1,1.666,100.0,100.0,32.0,307.6526489,0.00017,0.0,100.0
2548065,Streptococcus phage Javan241,"",1,2548065,-200010699,,10699,Viruses,1,18,30.0,100.0,94.3278,42.8889,13.6188984,300000.0,0.00313,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548023,Streptococcus phage Javan174,"",1,2548023,-200010699,,10699,Viruses,1,10,16.666,100.0,97.86,83.0,42.0473175,166660.0,0.00174,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548313,Streptococcus phage Javan90,"",1,2548313,-200010699,,10699,Viruses,1,5,8.333,100.0,95.22,54.2,21.5100441,83330.0,0.00087,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548130,Streptococcus phage Javan37,"",1,2548130,-200010699,,10699,Viruses,1,4,6.666,100.0,97.075,67.75,31.5297966,66660.0,0.0007,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1277892,Streptococcus phage phiST1,"",1,1277892,-200010699,,10699,Viruses,1,3,5.0,100.0,92.0,100.0,45.2596359,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548311,Streptococcus phage Javan87,"",1,2548311,-200010699,,10699,Viruses,1,3,5.0,100.0,95.4333,49.0,18.3572083,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1267169,Streptococcus phage phiBHN167,"",1,1267169,-200010699,,10699,Viruses,1,2,3.333,100.0,94.5,100.0,48.6905594,33330.0,0.00035,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2548105,Streptococcus phage Javan318,"",1,2548105,-200010699,,10699,Viruses,1,1,1.666,100.0,91.8,98.0,43.886055,16660.0,0.00017,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
416916,Aggregatibacter,"",2,-100,416916,,712,Bacteria,0,1486,2476.666,100.0,93.8696,323.739,123.4706497,18183330.0,0.25847,0.0,100.0,210,350.0,100.0,99.4087,58.6095,107.9219513,0.03653,0.0,100.0
732,Aggregatibacter aphrophilus,"",1,732,416916,,712,Bacteria,0,992,1653.333,100.0,94.3284,445.353,172.6845856,18183330.0,0.17254,0.0,100.0,99,165.0,100.0,99.4449,80.596,53.4747086,0.01722,0.0,100.0
714,Aggregatibacter actinomycetemcomitans,"",1,714,416916,,712,Bacteria,0,483,805.0,100.0,92.8207,79.0683,23.9761009,8916660.0,0.08401,0.0,100.0,52,86.666,100.0,100.0,32.6538,307.6526489,0.00904,0.0,100.0
712148,Aggregatibacter sp. oral taxon 458,"",1,712148,416916,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,600000.0,,,100.0,36,60.0,100.0,98.077,52.0,28.0565052,0.00626,0.0,100.0
739,Aggregatibacter segnis,"",1,739,416916,,712,Bacteria,0,11,18.333,100.0,98.5455,99.6364,53.9841728,566660.0,0.00191,0.0,100.0,23,38.333,100.0,100.0,33.0,15.7235384,0.004,0.0,100.0
1960084,Rodentibacter,"",2,-100,1960084,,712,Bacteria,0,8,13.333,100.0,98.6125,76.375,38.2952538,1216660.0,0.00139,0.0,100.0,67,111.666,100.0,74.7418,38.2985,45.0047646,0.01165,0.0,100.0
758,Rodentibacter pneumotropicus,"",1,758,1960084,,712,Bacteria,0,8,13.333,100.0,98.6125,76.375,38.2952538,1216660.0,0.00139,0.0,100.0,65,108.333,100.0,73.9646,38.5077,36.9232903,0.01131,0.0,100.0
1906745,Rodentibacter ratti,"",1,1906745,1960084,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,33330.0,,,100.0,2,3.333,100.0,100.0,31.5,307.6526489,0.00035,0.0,100.0
538,Eikenella,"",2,-100,538,,481,Bacteria,0,136,226.666,100.0,97.2335,302.765,194.0902557,1166660.0,0.02366,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2528037,Eikenella sp. PXX,"",1,2528037,538,,481,Bacteria,0,70,116.666,100.0,96.6701,334.914,252.983429,1166660.0,0.01218,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
539,Eikenella corrodens,"",1,539,538,,481,Bacteria,0,66,110.0,100.0,97.831,268.667,131.6277924,1100000.0,0.01148,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
216851,Faecalibacterium,"",2,-100,216851,,541000,Bacteria,0,0,0,-100,0.0,0.0,0.0,900000.0,,,100.0,54,90.0,100.0,99.3114,71.8333,93.5484924,0.00939,0.0,100.0
853,Faecalibacterium prausnitzii,"",1,853,216851,,541000,Bacteria,0,0,0,-100,0.0,0.0,0.0,900000.0,,,100.0,54,90.0,100.0,99.3114,71.8333,93.5484924,0.00939,0.0,100.0
745,Pasteurella,"",2,-100,745,,712,Bacteria,0,9,15.0,100.0,92.2222,78.1111,32.2015839,616660.0,0.00157,0.0,100.0,28,46.666,100.0,68.252,29.8929,142.3463745,0.00487,0.0,100.0
747,Pasteurella multocida,"",1,747,745,,712,Bacteria,0,9,15.0,100.0,92.2222,78.1111,32.2015839,616660.0,0.00157,0.0,100.0,28,46.666,100.0,68.252,29.8929,142.3463745,0.00487,0.0,100.0
151548,Eumeta,"",2,-100,151548,,93884,Eukaryota,0,0,0,-100,0.0,0.0,0.0,511491.60679355904,,,66.2135849,70,116.666,66.2135849,59.1085,28.2571,-0.0915548,0.01218,0.8743796,66.2135849
151549,Eumeta japonica,"",1,151549,151548,,93884,Eukaryota,0,0,0,-100,0.0,0.0,0.0,511491.60679355904,,,66.2135849,70,116.666,66.2135849,59.1085,28.2571,-0.0915548,0.01218,0.8743796,66.2135849
713,Actinobacillus,"",2,-100,713,,712,Bacteria,0,11,18.333,100.0,97.2727,100.0,52.4860725,287550.4231813548,0.00191,0.0,100.0,23,38.333,72.5670385,98.9391,32.6957,307.6526489,0.004,0.2623139,100.0
715,Actinobacillus pleuropneumoniae,"",1,715,713,,712,Bacteria,0,9,15.0,100.0,99.0,100.0,54.8538704,287550.4231813548,0.00157,0.0,100.0,19,31.666,59.8589816,100.0,32.6316,307.6526489,0.0033,0.2623139,100.0
51048,Actinobacillus porcinus,"",1,51048,713,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,48373.1878641,,,100.0,4,6.666,100.0,93.9,33.0,307.6526489,0.0007,0.0,100.0
716,Actinobacillus suis,"",1,716,713,,712,Bacteria,0,1,1.666,100.0,85.0,100.0,35.6575775,16660.0,0.00017,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
718,Actinobacillus equuli,"",1,718,713,,712,Bacteria,0,1,1.666,100.0,94.0,100.0,48.004364,16660.0,0.00017,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2094023,Glaesserella,"",2,-100,2094023,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,261353.46600000001,,,99.0,16,26.666,99.0,100.0,32.5625,307.6526489,0.00278,0.087438,99.0
738,Glaesserella parasuis,"",1,738,2094023,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,261353.46600000001,,,99.0,16,26.666,99.0,100.0,32.5625,307.6526489,0.00278,0.087438,99.0
1350,Enterococcus,"",2,-100,1350,,81852,Bacteria,0,3,5.0,1.8500751,99.0,100.0,54.8538704,257566.67086950003,0.00052,1.0637958,39.8821497,65,108.333,39.8821497,97.647,33.0154,209.4114532,0.01131,2.4472153,39.8821497
1351,Enterococcus faecalis,"",1,1351,1350,,81852,Bacteria,0,3,5.0,100.0,99.0,100.0,54.8538704,257566.67086950003,0.00052,0.0,100.0,39,65.0,99.0,98.9553,38.5641,229.4696655,0.00678,0.087438,100.0
1352,Enterococcus faecium,"",1,1352,1350,,81852,Bacteria,0,0,0,-100,0.0,0.0,0.0,23821.321183389355,,,14.9323202,24,40.0,14.9323202,96.4749,24.3333,168.6300812,0.00417,1.2959814,14.9323202
332949,Enterococcus silesiacus,"",1,332949,1350,,81852,Bacteria,0,0,0,-100,0.0,0.0,0.0,13292.72049501,,,100.0,2,3.333,100.0,86.2,29.0,307.6526489,0.00035,0.0,100.0
32207,Rothia,"",2,-100,32207,,1268,Bacteria,0,236,393.333,4.4298035,93.0272,269.246,105.937767,168110.89664148452,0.04105,67.4390182,4.4298035,0,0,-100,0.0,0.0,0.0,,,4.4298035
172042,Rothia aeria,"",1,172042,32207,,1268,Bacteria,0,230,383.333,99.0,92.9866,274.252,107.7919083,168110.89664148452,0.04001,1.239053,99.0,0,0,-100,0.0,0.0,0.0,,,99.0
2047,Rothia dentocariosa,"",1,2047,32207,,1268,Bacteria,0,6,10.0,13.7958496,94.5833,77.3333,34.8622208,611.129028435536,0.00104,0.3497519,13.7958496,0,0,-100,0.0,0.0,0.0,,,13.7958496
122277,Pectobacterium,"",2,-100,122277,,1903410,Bacteria,0,0,0,-100,0.0,0.0,0.0,150000.0,,,100.0,9,15.0,100.0,100.0,32.6667,307.6526489,0.00157,0.0,100.0
554,Pectobacterium carotovorum,"",1,554,122277,,1903410,Bacteria,0,0,0,-100,0.0,0.0,0.0,150000.0,,,100.0,9,15.0,100.0,100.0,32.6667,307.6526489,0.00157,0.0,100.0
46255,Weissella,"",2,-100,46255,,81850,Bacteria,0,0,0,-100,0.0,0.0,0.0,116660.0,,,100.0,7,11.666,100.0,100.0,32.5714,307.6526489,0.00122,0.0,100.0
1583,Weissella confusa,"",1,1583,46255,,81850,Bacteria,0,0,0,-100,0.0,0.0,0.0,116660.0,,,100.0,7,11.666,100.0,100.0,32.5714,307.6526489,0.00122,0.0,100.0
1357,Lactococcus,lactic streptococci,2,-100,1357,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,83206.3860108669,,,41.4822059,31,51.666,41.4822059,98.9097,44.6774,203.5659332,0.00539,1.0565257,41.4822059
1358,Lactococcus lactis,"",1,1358,1357,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,83206.3860108669,,,40.1166641,30,50.0,40.1166641,98.9767,45.1,200.0963745,0.00522,1.0565257,40.1166641
1366,Lactococcus raffinolactis,"",1,1366,1357,,1300,Bacteria,0,0,0,-100,0.0,0.0,0.0,6910.935502939999,,,100.0,1,1.666,100.0,96.9,32.0,307.6526489,0.00017,0.0,100.0
155493,Gallibacterium,"",2,-100,155493,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
750,Gallibacterium anatis,"",1,750,155493,,712,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,33.0,307.6526489,0.00052,0.0,100.0
82802,Trichococcus,"",2,-100,82802,,186828,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,26.6667,307.6526489,0.00052,0.0,100.0
157076,Trichococcus collinsii,"",1,157076,82802,,186828,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,26.6667,307.6526489,0.00052,0.0,100.0
75984,Mannheimia,"",2,-100,75984,,712,Bacteria,0,3,5.0,100.0,93.0333,71.3333,29.8594646,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
85404,Mannheimia varigena,"",1,85404,75984,,712,Bacteria,0,3,5.0,100.0,93.0333,71.3333,29.8594646,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
53246,Pseudoalteromonas,"",2,-100,53246,,267888,Bacteria,0,3,5.0,100.0,94.7,38.0,11.3665314,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
1720343,Pseudoalteromonas sp. 1_2015MBL_MicDiv,"",1,1720343,53246,,267888,Bacteria,0,3,5.0,100.0,94.7,38.0,11.3665314,50000.0,0.00052,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
51668,Tetragenococcus,"",2,-100,51668,,81852,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,32.6667,307.6526489,0.00052,0.0,100.0
51669,Tetragenococcus halophilus,"",1,51669,51668,,81852,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,3,5.0,100.0,100.0,32.6667,307.6526489,0.00052,0.0,100.0
657,Photobacterium,"",2,-100,657,,641,Bacteria,0,0,0,-100,0.0,0.0,0.0,50000.0,,,100.0,6,10.0,100.0,100.0,33.0,307.6526489,0.00104,0.0,100.0
